Lichtenhainer;Lichtenhainer is also a pale beer brewed from lightly smoked malt, though only barley malt is used. The approximately 8? Plato wort is very lightly hopped and only boiled very briefly and exposed to either a spontaneously appearing or deliberately started lactic acid bacteria infection that gives the beer its weakly sour taste. The mostly young beer, which isn’t expected to be clear, is usually served from a barrel.;;;;;;;;;;;;;;;;;;;;
London Brown Ale;English brown ales range from beers such as Manns Original Brown Ale, which is quite sweet and low in alcohol, to northeastern brown ale such as Newcastle Brown Ale, Double Maxim and Samuel Smith's Nut Brown Ale. North American examples include Sam Adams Brown Ale and Brooklyn Brown Ale. They range from deep amber to brown in colour. Caramel and chocolate flavours are evident. Brown ales from northeastern England tend to be strong and malty, often nutty, while those from southern England are usually darker, sweeter and lower in alcohol. North American brown ales are usually drier than their English counterparts, with a slight citrus accent and an aroma, bitterness, and medium body due to American hop varieties. Fruitiness from esters are subdued. When chilled to cold temperatures, some haziness may be noticed.;;;;;;;;;;;;;;;;;;;;
Marzen;M?rzen (or Oktoberfest) beers are made in a range of colors from gold to red-orange. The aroma should be dominated by a sweet malty smell. This should also have notes of lightly toasted grains. Also, there are usually bready yeast notes in the smell. The taste is equally dominated by the malts and malt sweetness and toasted notes. But there should also be a low but clean hop bitterness. The feel should be medium bodied. ABV ranges from 5.3% to 5.9%. IBUs should range from 18 to 25.;;;;;;;;;;;;;;;;;;;;
Munich Dunkel;The Munich Dunkel Lager should range in color from light brown to dark brown. The aroma should be dominated by slight malt sweetness with a slight hop bitterness also apparent. The sweetness should not be overly strong though, with a balance between the malt sweetness and hop bitterness. There should also be bready yeast tones in the aroma from the Munich dark malts. The taste should have chocolate notes, with roasted malts and noble hops apparent. A slight bready yeast taste may also be present, as in the aroma. The feel should light to medium bodied. ABV should range from 4.5% to 5%. IBUs should be low, from 16 to 25.;;;;;;;;;;;;;;;;;;;;
Munich Helles;The Munich Helles Lager is a light colored lager originally from Munich, Germany. The color for the style should be pale, usually pale yellow to golden. The aroma should have very low hop tones and bitterness, with a malty or grassy sweetness slightly apparent. A slight bready yeast tone should also be notable. The aroma should be somewhat muted. The taste Should also have a low hop bitterness. A mild malt sweetness should be notable, along with a bready yeast flavor. Lightly toasted malts are usually noted as well. The feel should be medium bodied. ABV should range from 4.5% to 5.5%. IBUs should be low, from 18 to 25.;;;;;;;;;;;;;;;;;;;;
Oatmeal Stout;Oatmeal Stouts are a Stout style with oats added to the brewing process. Normally, there is a maximum of 30% oats added to the grains. The color should be the same as other Stout styles, usually very dark brown or even black. The aroma should have a rich roasted malt character, with notes of caramel and chocolate. There should also be notable coffee or roasted barley smells, usually apparent as chocolate or nut smells. The taste should be smooth and full, with coffee-like bitterness apparent but not overwhelming. Roasted notes of malts and barley should be apparent also. Hop aroma and taste should be very low. Feel should be medium to full bodied. ABV ranges from 3.8% to 6% and sometimes higher. IBUs range from 20 to 40.;;;;;;;;;;;;;;;;;;;;
Old Ale;An Old Ale (or Stock Ale) is a strong, dark and malty English style of beer. The color should range from dark amber to dark brown. The aroma should have minimal hop notes, with strong malt or caramel notes apparent. Strong alcohol aromas are also usually obvious. Fruity esters and other dark fruit aromas may also be very notable. A long period of aging also contributes to the character of the sharpness of the flavors. The taste is generally complex, with very minimal hop bitterness. There should be a notable bite from the alcohol though, along with notes of vanilla, dark fruits, caramel, and sherry. If the ale was aged in a barrel, tones from the barrel will be very apparent with wood, vanilla, bourbon or other flavors apparent. The feel should be full bodied. ABV should range from 6% to 9%. IBUs are medium and range from 30 to 65.;;;;;;;;;;;;;;;;;;;;
Ordinary Bitter;Ordinary Bitter is pale gold to copper in color. The aroma is mild with a semi-sweet grain smell, occasionally having notable but not strong hop notes. Notes of butterscotch may also be present. The taste is equally muted, with hops somewhat subdued and a slight sweetness. The feel should be equally muted with light or medium body. The bottom line is that this style is a session beer and should be light enough to drink multiple pints in a sitting. ABV should range from 3% to 3.7%. IBUs should be somewhat low, from 20 to 35.;;;;;;;;;;;;;;;;;;;;
Oud Bruin;The Flemish term Oud Bruin (old brown) always conjures up images in my mind of the picturesque cities of Brugge and Ghent, the two capitals of the modern Belgian provinces of West and East Flanders, respectively. Brugge means bridge in Flemish. In medieval times, between the 12th and 16th century, these two cities were fierce rivals, economically, politically and culturally. Both were textile centers and both were members of the Hanseatic League, a formal alliance of dozens of mercantile cities throughout Northern Europe that traded in anything of value, including wine, oil, grain, leather, cloth, copper, iron, dry goods, spices, salt and beer.;;;;;;;;;;;;;;;;;;;;
Pale Kellerbier;A young, fresh Helles, so while still a malty, fully-attenuated Pils malt showcase, the hop character (aroma, flavor and bitterness) is more pronounced, and the beer is cloudy, often with some level of diacetyl, and possibly has some green apple and/or other yeast-derived notes. As with the traditional Helles, the Keller version is still a beer intended to be drunk by the liter, so overall it should remain a light, refreshing, easy drinking golden lager.;;;;;;;;;;;;;;;;;;;;
Piwo Grodziskie;It was named after the Polish town of Grodzisk Wielkopolski or Gr?tz in German. Our historic version is brewed according to the German Purity Law with air-dried barley malt and beech smoked wheat malt and hopped with Perle and Saaz. A sour mash is created using the old and forgotten technique called “Digerieren.” Finally a three month aging and maturation process creates a complex sour, smoky and heavily hopped wheat ale.;;;;;;;;;;;;;;;;;;;;
Rauchbier;Rauchbier is a German smoked beer. The color should be dark copper to dark brown. The aroma should have a combination of smoke and malts. The smoked aroma should be very notable also. The taste follows the aroma. There should be a blend of smoke and malts, with the smoke flavors obvious. Smoked cheeses are similar in character. There should also be a slight malt sweetness apparent. Hop bitterness should be minimally apparent in both aroma and taste. The feel should be medium bodied. ABV ranged from 4.8% to 6%. IBUs range from 20 to 30.;;;;;;;;;;;;;;;;;;;;
Red IPA;Primarily a catch all for any beer less than a Dark Ale in color, ranging from amber (duh) to deep red hues. This style of beer tends to focus on the malts, but hop character can range from low to high. Expect a balanced beer, with toasted malt characters and a light fruitiness in most examples. The range can run from a basic ale, to American brewers who brew faux-Oktoberfest style beers that are actually ales instead of lagers.;;;;;;;;;;;;;;;;;;;;
Rye IPA;Serious hop bitterness, along with an unyielding grapefruit bouquet from the Amarillo dry hop, balances the malty richness of four varieties of imported Belgian caramel malts. Pours a spectacular crimson with a creamy tan head. A generous addition of rye malt accentuates a spicy, crisp finish.;;;;;;;;;;;;;;;;;;;;
Saison;The Saison (or Farmhouse Ale) is a French/Belgian style. It ranges in color from gold to dark amber. They are light to medium in body. The dominant quality in the aroma should be fruity esters, with hints of malt sweetness, spices, a slight sour character, and minimal alcohol. Hop presence in both aroma and flavor can vary widely within the style, from low to medium-high. Spice notes should be evident in both aroma and flavor, usually presenting as black pepper hints. Fruit flavors like dark fruits and bananas should also be noted, along with a very minimal hint of sour. ABV should range from 4.5% to 8.5%. IBUs should be in the range of 20-40.;;;;;;;;;;;;;;;;;;;;
Schwarzbier;"Schwarzbier is a German style of ""black beer"" that uses lager yeast. The aroma and taste usually include subtle hints chocolate or coffee. The feel should be somewhat thin. ABV should be in the lower range around 3% to 6%";;;;;;;;;;;;;;;;;;;;
Scottish Export;"All of the Scottish ales share the same description and are differentiated mainly based on gravity and alcoholic strength. The Scottish ales follow in the English tradition of having a confusing naming convention. The names are steeped in tradition and history, one thing the Scottish are famous for. To start with are the Schilling designations. These are remnants of the 1870 rating system in which the price of beer, including the taxes, was rated in the old pre-decimal shillings. 60 Shillings was a light ale; 70 Shillings was a heavy ale; 80 Shillings was an export; and 90+ Shillings was a barley-wine known as 'Wee Heavy'";;;;;;;;;;;;;;;;;;;;
Scottish Heavy;"All of the Scottish ales share the same description and are differentiated mainly based on gravity and alcoholic strength. The Scottish ales follow in the English tradition of having a confusing naming convention. The names are steeped in tradition and history, one thing the Scottish are famous for. To start with are the Schilling designations. These are remnants of the 1870 rating system in which the price of beer, including the taxes, was rated in the old pre-decimal shillings. 60 Shillings was a light ale; 70 Shillings was a heavy ale; 80 Shillings was an export; and 90+ Shillings was a barley-wine known as 'Wee Heavy'";;;;;;;;;;;;;;;;;;;;
Scottish Light;"All of the Scottish ales share the same description and are differentiated mainly based on gravity and alcoholic strength. The Scottish ales follow in the English tradition of having a confusing naming convention. The names are steeped in tradition and history, one thing the Scottish are famous for. To start with are the Schilling designations. These are remnants of the 1870 rating system in which the price of beer, including the taxes, was rated in the old pre-decimal shillings. 60 Shillings was a light ale; 70 Shillings was a heavy ale; 80 Shillings was an export; and 90+ Shillings was a barley-wine known as 'Wee Heavy'";;;;;;;;;;;;;;;;;;;;
Strong Bitter;"Essentially more aggressive and more balanced Bitters, both in alcohol and hop character, but nothing overpowering. Color range will be similar, though leaning towards the darker end of the scale; dark golds to copper. Low carbonation. Malts tend to be more pronounced, often toasty and fruity, with maybe some notes diacetyl. And despite ""bitter"" being in its name, ESBs are not really all that bitter. They key to an ESB is balance.";;;;;;;;;;;;;;;;;;;;
Sweet Stout;Milk / Sweet Stouts are basically stouts that have a larger amount of residual dextrins and unfermented sugars that give the brew more body and a sweetness that counters the roasted character. Milk Stouts are very similar to Sweet Stouts, but brewers add unfermentable sugars, usually lactose, to the brew kettle to add body and some sweetness.;;;;;;;;;;;;;;;;;;;;
Trappist Single;Trappist Single is a brand new style included in the 2015 BJCP style guidelines. The highly attenuated and well carbonated Trappist ale is typically pale in color with spicy and floral hop character, subtle but supportive grain sweetness, and of course the fruity-spicy character of Trappist yeast. Think German Pils with a big dose of Belgian yeast character.;;;;;;;;;;;;;;;;;;;;
Tropical Stout;As a stout, tropical stout should be quite dark in color, in the very deep brown to black range, with a medium-full to full body. Since the alcohol is above average in strength (5.5% to 8%, sometimes slightly more), the beer can have a warming feel to it. The lower bitterness (30 to 50 IBUs, as compared to the 50 to 70 IBUs in the foreign extra stout) helps the beer seem sweeter. Given that the bittering level can still vary quite a bit, the sweetness level of the beer can also be quite variable;;;;;;;;;;;;;;;;;;;;
Vienna Lager;Vienna Lager is a lager style that was originated in Vienna, Austria. The color should be medium red-brown to copper. There should be an obvious malt sweetness in both aroma and taste. Hop presence should be low. Mouthfeel should be clean and crisp. ABV should also be somewhat low.;;;;;;;;;;;;;;;;;;;;
Wee Heavy;"All of the Scottish ales share the same description and are differentiated mainly based on gravity and alcoholic strength. The Scottish ales follow in the English tradition of having a confusing naming convention. The names are steeped in tradition and history, one thing the Scottish are famous for. To start with are the Schilling designations. These are remnants of the 1870 rating system in which the price of beer, including the taxes, was rated in the old pre-decimal shillings. 60 Shillings was a light ale; 70 Shillings was a heavy ale; 80 Shillings was an export; and 90+ Shillings was a barley-wine known as 'Wee Heavy'";;;;;;;;;;;;;;;;;;;;
Weissbier;Weisse is a top-fermented, bottle conditioned wheat beer made with both traditional warm-fermenting yeasts and lactobacillus culture. They have a rapidly vanishing head and a clear, pale golden straw-coloured appearance. The taste is refreshing, tart, sour and acidic, with a lemony-citric fruit sharpness and almost no hop bitterness.;;;;;;;;;;;;;;;;;;;;
Weizenbock;Weizenbock is a strong German wheat beer. It is similar to a Hefeweizen, although darker and higher in malt flavor and alcohol. To be considered in this style, German law requires at least 50% wheat malt to be used in the brewing process. This style uses ale yeast, and gets a slightly spicy tone from the yeast. Color should be medium red-brown or darker, with a cloudy appearance. Aroma and taste should be highlighted by both wheat sweetness and malt characteristics such as caramel. ABV is likewise higher than pale German wheat style, usually 6% or higher.;;;;;;;;;;;;;;;;;;;;
Wheatwine;A Wheat Wine (also called an American Style Wheat Wine) is a stronger wheat beer that is brewed with 50% or more wheat malt. The color ranges from gold to dark amber. The style is full bodied and has a high malt sweetness. Hop presence should be medium to low in both aroma and flavor. Fruit tones should be noted in both aroma and taste. Other style notes include bready, wheat, honey or caramel notes. ABV should be in the range of 8% to 12%. IBUs are medium at 40-80, usually at the lower end of the range.;;;;;;;;;;;;;;;;;;;;
White IPA;Braven’s flagship beer, like its Co-Founders, lives just a step off the beaten path. A delicious blend of two distinct styles, Braven White delivers the hoppy bite of an American IPA that’s balanced by the soft wheat character and hints of spice of a Belgian White. Our unique White IPA offers maximum character and flavor in every easy-to-drink pint.;;;;;;;;;;;;;;;;;;;;
Witbier;"Witbier (literally, ""white beer"" in Belgium) is one Belgian version of a wheat beer. It is also sometimes called a ""Witte"". The color should be straw yellow to gold, with a notable cloudy haze. A true historical rendering of the style will not use hops, but instead a mixture of spices, herbs and orange. However, current versions of the style generally include hops as a portion of the mixture (or ""gruit""). Despite that fact, the hop presence in both aroma and flavor should be minimal. However, there should be a notable citrus or slight acidity present. ABV should be somewhat low.";;;;;;;;;;;;;;;;;;;;
