"","member_url","style","overall","avg2"
"294","https://www.beeradvocate.com/community/members/rodbeermunch.1073239/","American Brown Ale","3.25",3.84
"295","https://www.beeradvocate.com/community/members/mnjr.231109/","American Brown Ale","4.5",3.84
"296","https://www.beeradvocate.com/community/members/1000lbgrizzly.741995/","American Brown Ale","4.5",3.84
"297","https://www.beeradvocate.com/community/members/911croft.988388/","American Brown Ale","3.75",3.84
"298","https://www.beeradvocate.com/community/members/maedhros09.918265/","American Brown Ale","4",3.84
"299","https://www.beeradvocate.com/community/members/brewaskew.282/","American Brown Ale","4",3.84
"300","https://www.beeradvocate.com/community/members/eric_miller.956723/","American Brown Ale","4.75",3.84
"301","https://www.beeradvocate.com/community/members/tx-badger.680921/","American Brown Ale","4.5",4
"302","https://www.beeradvocate.com/community/members/greatstoutman.1091115/","American Brown Ale","4.5",4
"303","https://www.beeradvocate.com/community/members/macrosmatic.68995/","American Brown Ale","3.75",4
"305","https://www.beeradvocate.com/community/members/gambyt20.1095071/","American Brown Ale","4.25",4
"306","https://www.beeradvocate.com/community/members/damian.81765/","American Brown Ale","4.75",4
"307","https://www.beeradvocate.com/community/members/kurmaraja.733520/","American Brown Ale","3.75",4
"308","https://www.beeradvocate.com/community/members/cosmicevan.404079/","American Brown Ale","4.25",4
"310","https://www.beeradvocate.com/community/members/tommo.868686/","American Brown Ale","3.75",4
"311","https://www.beeradvocate.com/community/members/zac16125.420167/","American Brown Ale","3.5",4
"312","https://www.beeradvocate.com/community/members/myotus.891331/","American Brown Ale","4.5",4
"313","https://www.beeradvocate.com/community/members/zeff80.63854/","American Brown Ale","4",3.875
"316","https://www.beeradvocate.com/community/members/kevcan.1068256/","American Brown Ale","4.75",4
"317","https://www.beeradvocate.com/community/members/sheppard.723882/","American Brown Ale","4.25",4
"318","https://www.beeradvocate.com/community/members/eamonn-cummings3.777756/","American Brown Ale","4.25",3.875
"319","https://www.beeradvocate.com/community/members/awolfatthedoor.46481/","American Brown Ale","4.5",3.875
"323","https://www.beeradvocate.com/community/members/clayrock81.170415/","American Brown Ale","4.25",4
"324","https://www.beeradvocate.com/community/members/gallowsthief.487361/","American Brown Ale","4.5",4
"325","https://www.beeradvocate.com/community/members/ktcamm.289047/","American Brown Ale","3.75",3.875
"326","https://www.beeradvocate.com/community/members/jjkbeerlvr.675029/","American Brown Ale","4",3.875
"327","https://www.beeradvocate.com/community/members/the_awesometeer.743405/","American Brown Ale","4.75",3.875
"328","https://www.beeradvocate.com/community/members/billroth.47795/","American Brown Ale","4.25",3.875
"333","https://www.beeradvocate.com/community/members/rodmanfor3.843710/","American Brown Ale","4.25",4
"334","https://www.beeradvocate.com/community/members/cmq103.276574/","American Brown Ale","4.25",3.875
"335","https://www.beeradvocate.com/community/members/socal_matt.824776/","American Brown Ale","4.5",3.875
"342","https://www.beeradvocate.com/community/members/slack.659696/","American Brown Ale","4.25",4
"343","https://www.beeradvocate.com/community/members/lemmy187.940694/","American Brown Ale","4.5",4
"344","https://www.beeradvocate.com/community/members/kevinpitts.801243/","American Brown Ale","4.25",4
"345","https://www.beeradvocate.com/community/members/ciocanelu.691982/","American Brown Ale","4",3.875
"346","https://www.beeradvocate.com/community/members/garrettb.50362/","American Brown Ale","3.75",3.875
"347","https://www.beeradvocate.com/community/members/davolebomb.207412/","American Brown Ale","4",3.875
"353","https://www.beeradvocate.com/community/members/vtr.829667/","American Brown Ale","4.75",4
"354","https://www.beeradvocate.com/community/members/kvnbgry.687348/","American Brown Ale","4",4
"355","https://www.beeradvocate.com/community/members/jhartley.494442/","American Brown Ale","4.5",4
"356","https://www.beeradvocate.com/community/members/kvnbgry.687348/","American Brown Ale","4.5",3.875
"357","https://www.beeradvocate.com/community/members/ironrakkasan.288463/","American Brown Ale","3.5",3.875
"362","https://www.beeradvocate.com/community/members/nolahophead.791224/","American Brown Ale","4.5",4
"363","https://www.beeradvocate.com/community/members/klourie.821710/","American Brown Ale","4.5",4
"364","https://www.beeradvocate.com/community/members/pat61.545285/","American Brown Ale","4.5",3.875
"365","https://www.beeradvocate.com/community/members/57md.617300/","American Brown Ale","3.75",3.875
"371","https://www.beeradvocate.com/community/members/mateo2699.997970/","American Brown Ale","4.5",4
"372","https://www.beeradvocate.com/community/members/the_snow_bird.983916/","American Brown Ale","4",4
"373","https://www.beeradvocate.com/community/members/wunderllama.544594/","American Brown Ale","4",3.875
"374","https://www.beeradvocate.com/community/members/94sip.680321/","American Brown Ale","4.5",3.875
"375","https://www.beeradvocate.com/community/members/spacecake9.796686/","American Brown Ale","4",3.875
"376","https://www.beeradvocate.com/community/members/trueperception.751390/","American Brown Ale","3.75",3.875
"377","https://www.beeradvocate.com/community/members/speedwayjim.342030/","Wheatwine","3.75",3.95
"386","https://www.beeradvocate.com/community/members/beersnake1.749253/","Wheatwine","4.25",3.95
"387","https://www.beeradvocate.com/community/members/superspak.456300/","Wheatwine","4.5",3.95
"391","https://www.beeradvocate.com/community/members/brentk56.6284/","American Brown Ale","4",3.875
"392","https://www.beeradvocate.com/community/members/themagnanimous.580747/","American Brown Ale","4.75",3.875
"393","https://www.beeradvocate.com/community/members/brentk56.6284/","Wheatwine","4",3.95
"394","https://www.beeradvocate.com/community/members/greesyfizeek.721957/","Wheatwine","4.25",3.95
"396","https://www.beeradvocate.com/community/members/chinchill.199175/","American Brown Ale","3.75",3.875
"397","https://www.beeradvocate.com/community/members/thicknstout.577578/","Wheatwine","4.75",3.95
"398","https://www.beeradvocate.com/community/members/stephenjmoore.568544/","Wheatwine","4",3.95
"399","https://www.beeradvocate.com/community/members/krisbobbrown.756524/","Wheatwine","4",3.95
"400","https://www.beeradvocate.com/community/members/ikr.462869/","Wheatwine","4.25",3.95
"402","https://www.beeradvocate.com/community/members/rudzud.453801/","Wheatwine","3.75",3.95
"403","https://www.beeradvocate.com/community/members/jlindros.163147/","Wheatwine","3.75",3.95
"404","https://www.beeradvocate.com/community/members/dvmin98.520731/","Wheatwine","4.5",3.95
"405","https://www.beeradvocate.com/community/members/doublesimcoe.285283/","Wheatwine","3.75",3.95
"411","https://www.beeradvocate.com/community/members/tele.395945/","Wheatwine","4.25",3.95
"412","https://www.beeradvocate.com/community/members/kevinpitts.801243/","Wheatwine","4.25",3.95
"413","https://www.beeradvocate.com/community/members/john0721.23898/","Wheatwine","3.75",3.95
"414","https://www.beeradvocate.com/community/members/stillyman11.792987/","Wheatwine","4.5",3.95
"503","https://www.beeradvocate.com/community/members/theremyleabeau.727195/","Wheatwine","4",3.855
"14052","https://www.beeradvocate.com/community/members/hopheadjeffery.707905/","Belgian Dark Ale","4.25",4.21
"14053","https://www.beeradvocate.com/community/members/smakawhat.204323/","Belgian Dark Ale","4.25",4.21
"14054","https://www.beeradvocate.com/community/members/deltatauhobbit.176683/","Belgian Dark Ale","4.5",4.21
"14055","https://www.beeradvocate.com/community/members/fmccormi.517935/","Belgian Dark Ale","4.5",4.21
"14056","https://www.beeradvocate.com/community/members/lordofthewiens.40193/","Belgian Dark Ale","4",4.21
"14057","https://www.beeradvocate.com/community/members/bowdoinbeerboy.100261/","Belgian Dark Ale","4",4.21
"14058","https://www.beeradvocate.com/community/members/jason.3/","Belgian Dark Ale","4",4.21
"14059","https://www.beeradvocate.com/community/members/crob3888.512580/","Belgian Dark Ale","4.25",4.21
"14061","https://www.beeradvocate.com/community/members/kuaff.726395/","Belgian Dark Ale","4.5",4.15
"14062","https://www.beeradvocate.com/community/members/barleywinefiend.174542/","Belgian Dark Ale","4",4.15
"14063","https://www.beeradvocate.com/community/members/nwer.306689/","Belgian Dark Ale","4",4.15
"14064","https://www.beeradvocate.com/community/members/boogyman.362786/","Belgian Dark Ale","4.5",4.15
"14065","https://www.beeradvocate.com/community/members/sirchugsalot.141773/","Belgian Dark Ale","4.5",4.15
"14066","https://www.beeradvocate.com/community/members/emperorbevis.621888/","Belgian Dark Ale","4",3.985
"14067","https://www.beeradvocate.com/community/members/beertunes.160720/","Belgian Dark Ale","3.5",4.15
"14068","https://www.beeradvocate.com/community/members/zac16125.420167/","Belgian Dark Ale","4",3.985
"14070","https://www.beeradvocate.com/community/members/twincrasher.703075/","Belgian Dark Ale","4.5",3.985
"14071","https://www.beeradvocate.com/community/members/mrfrancis.489156/","Belgian Dark Ale","3.5",3.985
"14072","https://www.beeradvocate.com/community/members/stinkypuss.209764/","Belgian Dark Ale","4.5",3.985
"14074","https://www.beeradvocate.com/community/members/nickfl.68596/","Belgian Dark Ale","3.5",3.985
"14075","https://www.beeradvocate.com/community/members/owsley069.135508/","Belgian Dark Ale","3",3.985
"14080","https://www.beeradvocate.com/community/members/solipsismalcat.351175/","Belgian Dark Ale","4.5",3.985
"14084","https://www.beeradvocate.com/community/members/ckollias.231766/","Belgian Dark Ale","4",3.985
"14085","https://www.beeradvocate.com/community/members/rifugium.304205/","Belgian Dark Ale","4",3.985
"14089","https://www.beeradvocate.com/community/members/pzrhsau.375683/","Belgian Dark Ale","3.5",3.985
"14090","https://www.beeradvocate.com/community/members/sigmund.323/","Belgian Dark Ale","4",3.985
"14091","https://www.beeradvocate.com/community/members/kbutler1.243638/","Belgian Dark Ale","4",3.985
"14092","https://www.beeradvocate.com/community/members/gavage.1881/","Belgian Dark Ale","3.5",3.985
"14093","https://www.beeradvocate.com/community/members/metter98.95017/","Belgian Dark Ale","4",3.985
"14094","https://www.beeradvocate.com/community/members/impending.437194/","Belgian Dark Ale","3.5",3.985
"14095","https://www.beeradvocate.com/community/members/beerenauslese.85107/","Belgian Dark Ale","4.5",3.985
"14097","https://www.beeradvocate.com/community/members/halcyondays.145116/","Belgian Dark Ale","3.5",3.985
"14098","https://www.beeradvocate.com/community/members/rtepiak.149468/","Belgian Dark Ale","4.5",3.985
"14099","https://www.beeradvocate.com/community/members/beerimmediately.63147/","Belgian Dark Ale","3",3.985
"14103","https://www.beeradvocate.com/community/members/avalon07.180837/","Belgian Dark Ale","4",3.985
"14104","https://www.beeradvocate.com/community/members/thekanna.246053/","Belgian Dark Ale","4",3.985
"14105","https://www.beeradvocate.com/community/members/john_m.3421/","Belgian Dark Ale","4",3.985
"14107","https://www.beeradvocate.com/community/members/travlr.234889/","Belgian Dark Ale","4",3.985
"15196","https://www.beeradvocate.com/community/members/getalegup.767964/","Belgian Dark Ale","4",3.905
"15197","https://www.beeradvocate.com/community/members/inlimbo77.461787/","Belgian Dark Ale","3.75",3.905
"15198","https://www.beeradvocate.com/community/members/doktorzee.442345/","Belgian Dark Ale","3.5",3.905
"15199","https://www.beeradvocate.com/community/members/crusian.459347/","Belgian Dark Ale","3.5",3.905
"15200","https://www.beeradvocate.com/community/members/utcengowl.463392/","Belgian Dark Ale","4",3.905
"15201","https://www.beeradvocate.com/community/members/wampahoofus.328264/","Belgian Dark Ale","4.5",3.905
"15202","https://www.beeradvocate.com/community/members/redraider2323.533385/","Belgian Dark Ale","4",3.905
"15203","https://www.beeradvocate.com/community/members/beersheppard.188573/","Belgian Dark Ale","4",3.905
"15204","https://www.beeradvocate.com/community/members/mora2000.164611/","Belgian Dark Ale","4",3.905
"15205","https://www.beeradvocate.com/community/members/wagenvolks.40929/","Belgian Dark Ale","4",3.905
"15206","https://www.beeradvocate.com/community/members/hopdog.9038/","Belgian Dark Ale","4",3.905
"15207","https://www.beeradvocate.com/community/members/seaoflament.88285/","Belgian Dark Ale","4",3.905
"15208","https://www.beeradvocate.com/community/members/achamberlain.82529/","Belgian Dark Ale","4",3.905
"15209","https://www.beeradvocate.com/community/members/mushroomcloud.15823/","Belgian Dark Ale","4",3.905
"15210","https://www.beeradvocate.com/community/members/jdv.174727/","Belgian Dark Ale","4",3.905
"15211","https://www.beeradvocate.com/community/members/hiikeeba.35637/","Belgian Dark Ale","4.5",3.905
"15212","https://www.beeradvocate.com/community/members/blackbeerpirate.297687/","Belgian Dark Ale","3.5",4.06
"15213","https://www.beeradvocate.com/community/members/barnzy78.224763/","Belgian Dark Ale","4.25",4.06
"15214","https://www.beeradvocate.com/community/members/barnoloid.919877/","Belgian Dark Ale","4.25",4.06
"15215","https://www.beeradvocate.com/community/members/rynegne.861368/","Belgian Dark Ale","4.5",4.06
"15216","https://www.beeradvocate.com/community/members/phboiler.713149/","Belgian Dark Ale","4.25",4.06
"15217","https://www.beeradvocate.com/community/members/delta490.718226/","Belgian Dark Ale","3.75",3.81
"15218","https://www.beeradvocate.com/community/members/richj1970.700694/","Belgian Dark Ale","3.75",3.81
"15219","https://www.beeradvocate.com/community/members/bwed.653268/","Belgian Dark Ale","4",3.81
"15220","https://www.beeradvocate.com/community/members/thedoctor.722139/","Belgian Dark Ale","4",3.81
"15221","https://www.beeradvocate.com/community/members/thorpe429.243272/","Belgian Dark Ale","3.5",3.81
"15222","https://www.beeradvocate.com/community/members/krautaficionado.567762/","Belgian Dark Ale","4.5",3.81
"15223","https://www.beeradvocate.com/community/members/flagil_reinhumps.696380/","Belgian Dark Ale","1.5",3.865
"15224","https://www.beeradvocate.com/community/members/stonedtrippin.601042/","Belgian Dark Ale","4",3.81
"15225","https://www.beeradvocate.com/community/members/rvdoorn.337067/","Belgian Dark Ale","3.5",3.81
"15226","https://www.beeradvocate.com/community/members/ao125.532960/","Belgian Dark Ale","4.5",3.865
"15227","https://www.beeradvocate.com/community/members/ckollias.231766/","Belgian Dark Ale","4.5",3.865
"15228","https://www.beeradvocate.com/community/members/vandemonian.497441/","Belgian Dark Ale","4",3.865
"15229","https://www.beeradvocate.com/community/members/woodbrew.549902/","Belgian Dark Ale","3.75",3.81
"15230","https://www.beeradvocate.com/community/members/avalon07.180837/","Belgian Dark Ale","3.5",3.81
"15231","https://www.beeradvocate.com/community/members/voss.19892/","Belgian Dark Ale","4",3.81
"15232","https://www.beeradvocate.com/community/members/lunch.96458/","Belgian Dark Ale","4.5",3.865
"15233","https://www.beeradvocate.com/community/members/asabreed.3340/","Belgian Dark Ale","3.5",3.865
"15234","https://www.beeradvocate.com/community/members/jkbusman.295414/","Belgian Dark Ale","4.5",3.865
"15235","https://www.beeradvocate.com/community/members/maximalc.411588/","Belgian Dark Ale","3.75",3.81
"15236","https://www.beeradvocate.com/community/members/tmoney2591.322390/","Belgian Dark Ale","3.5",3.81
"15237","https://www.beeradvocate.com/community/members/brentk56.6284/","Belgian Dark Ale","4",3.85
"15238","https://www.beeradvocate.com/community/members/akorsak.2845/","Belgian Dark Ale","4",3.865
"15239","https://www.beeradvocate.com/community/members/woodychandler.5708/","Belgian Dark Ale","3.75",3.85
"15240","https://www.beeradvocate.com/community/members/bret717.768290/","Belgian Dark Ale","4.25",3.85
"15241","https://www.beeradvocate.com/community/members/ajm5108.897145/","Belgian Dark Ale","2.75",3.85
"15242","https://www.beeradvocate.com/community/members/davolebomb.207412/","Belgian Dark Ale","1",3.865
"15243","https://www.beeradvocate.com/community/members/dbrauneis.177736/","Belgian Dark Ale","4",3.85
"15244","https://www.beeradvocate.com/community/members/cylinsier.253304/","Belgian Dark Ale","4",3.85
"15245","https://www.beeradvocate.com/community/members/drdemento456.330550/","Belgian Dark Ale","4",3.85
"15246","https://www.beeradvocate.com/community/members/hopdog.9038/","Belgian Dark Ale","3.5",3.865
"15247","https://www.beeradvocate.com/community/members/blackie.15912/","Belgian Dark Ale","4",3.865
"15248","https://www.beeradvocate.com/community/members/rblwthacoz.93332/","Belgian Dark Ale","4.5",3.865
"15249","https://www.beeradvocate.com/community/members/brentk56.6284/","Belgian Dark Ale","5",3.865
"15250","https://www.beeradvocate.com/community/members/nerofiddled.526/","Belgian Dark Ale","4.25",3.85
"15251","https://www.beeradvocate.com/community/members/budinetz.545244/","Belgian Dark Ale","3.5",3.85
"15252","https://www.beeradvocate.com/community/members/rblwthacoz.93332/","Belgian Dark Ale","4",3.85
"15253","https://www.beeradvocate.com/community/members/stakem.300923/","Belgian Dark Ale","3",3.85
"15254","https://www.beeradvocate.com/community/members/john_m.3421/","Belgian Dark Ale","4.5",3.865
"15255","https://www.beeradvocate.com/community/members/./","Belgian Dark Ale","3.5",3.865
"15256","https://www.beeradvocate.com/community/members/slatetank.102045/","Belgian Dark Ale","4",3.865
"15257","https://www.beeradvocate.com/community/members/stinkypuss.209764/","Belgian Dark Ale","4.25",3.85
"15258","https://www.beeradvocate.com/community/members/th28.988627/","Belgian Dark Ale","3.75",3.895
"15259","https://www.beeradvocate.com/community/members/bruachan.7282/","Belgian Dark Ale","4",3.865
"15260","https://www.beeradvocate.com/community/members/mrasskicktastic.20735/","Belgian Dark Ale","2.5",3.865
"15261","https://www.beeradvocate.com/community/members/hunteraw.32914/","Belgian Dark Ale","4",3.865
"15262","https://www.beeradvocate.com/community/members/higravity.9170/","Belgian Dark Ale","3.5",3.865
"15263","https://www.beeradvocate.com/community/members/hat_fulla_beer.1081123/","Belgian Dark Ale","4",3.895
"15264","https://www.beeradvocate.com/community/members/joncorbett.1118825/","Belgian Dark Ale","4",3.895
"15265","https://www.beeradvocate.com/community/members/stonedtrippin.601042/","Belgian Dark Ale","3.5",3.895
"15266","https://www.beeradvocate.com/community/members/cubedbee.4135/","Belgian Dark Ale","4.5",3.865
"15267","https://www.beeradvocate.com/community/members/dithyramb.4413/","Belgian Dark Ale","4.5",3.865
"15268","https://www.beeradvocate.com/community/members/marburg.1449/","Belgian Dark Ale","4.5",3.865
"15269","https://www.beeradvocate.com/community/members/svingjo.685911/","Belgian Dark Ale","4",3.895
"15270","https://www.beeradvocate.com/community/members/of001.700882/","Belgian Dark Ale","4.5",3.895
"15271","https://www.beeradvocate.com/community/members/biboergosum.168458/","Belgian Dark Ale","4",3.895
"15272","https://www.beeradvocate.com/community/members/wordemupg.297617/","Belgian Dark Ale","3.5",3.895
"15273","https://www.beeradvocate.com/community/members/scoats.737/","Belgian Dark Ale","4.5",3.865
"15274","https://www.beeradvocate.com/community/members/drpimento.6585/","Belgian Dark Ale","4",3.895
"15275","https://www.beeradvocate.com/community/members/beerchitect.14442/","Belgian Dark Ale","4",3.895
"15276","https://www.beeradvocate.com/community/members/kylehay2004.571365/","Belgian Dark Ale","4",3.895
"15277","https://www.beeradvocate.com/community/members/nickfl.68596/","Belgian Dark Ale","4.5",3.895
"15278","https://www.beeradvocate.com/community/members/beernemesis.407489/","Belgian Dark Ale","4",3.895
"15279","https://www.beeradvocate.com/community/members/knapp85.408506/","Belgian Dark Ale","4",3.895
"15280","https://www.beeradvocate.com/community/members/metter98.95017/","Belgian Dark Ale","4",3.895
"15281","https://www.beeradvocate.com/community/members/stevenbilodeau.408838/","Belgian Dark Ale","4",3.895
"15282","https://www.beeradvocate.com/community/members/derek.17251/","Belgian Dark Ale","4",3.895
"15283","https://www.beeradvocate.com/community/members/john_m.3421/","Belgian Dark Ale","4",3.895
"15284","https://www.beeradvocate.com/community/members/dirtylou.19214/","Belgian Dark Ale","4",3.895
"15285","https://www.beeradvocate.com/community/members/epicac.2513/","Belgian Dark Ale","4.5",3.895
"15286","https://www.beeradvocate.com/community/members/mcann2pu.381643/","Belgian Dark Ale","3",3.895
"15287","https://www.beeradvocate.com/community/members/mora2000.164611/","Belgian Dark Ale","4",3.895
"15288","https://www.beeradvocate.com/community/members/david18.40246/","Belgian Dark Ale","3.5",3.895
"15289","https://www.beeradvocate.com/community/members/phyl21ca.2335/","Belgian Dark Ale","4",3.895
"15290","https://www.beeradvocate.com/community/members/halcyondays.145116/","Belgian Dark Ale","4.5",3.895
"15291","https://www.beeradvocate.com/community/members/jason.3/","Belgian Dark Ale","3.5",3.995
"15292","https://www.beeradvocate.com/community/members/bubseymour.519994/","Belgian Dark Ale","4.5",3.995
"15293","https://www.beeradvocate.com/community/members/phyl21ca.2335/","Belgian Dark Ale","3",3.995
"15294","https://www.beeradvocate.com/community/members/johnnymc.659679/","Belgian Dark Ale","4",3.995
"15295","https://www.beeradvocate.com/community/members/uclabrewn84.439438/","Belgian Dark Ale","4",3.995
"15296","https://www.beeradvocate.com/community/members/bum732.196374/","Belgian Dark Ale","2",3.995
"15297","https://www.beeradvocate.com/community/members/knapp85.408506/","Belgian Dark Ale","3.75",3.995
"15298","https://www.beeradvocate.com/community/members/arithmeticus.464859/","Belgian Dark Ale","4",3.995
"15299","https://www.beeradvocate.com/community/members/gonzaloyanna.573230/","Belgian Dark Ale","3.5",3.805
"15300","https://www.beeradvocate.com/community/members/jonmikel.654601/","Belgian Dark Ale","4",3.485
"15301","https://www.beeradvocate.com/community/members/jtierney89.616218/","Belgian Dark Ale","4",3.995
"15302","https://www.beeradvocate.com/community/members/craftbeertastic.605729/","Belgian Dark Ale","4.5",3.995
"15303","https://www.beeradvocate.com/community/members/drdemento456.330550/","Belgian Dark Ale","3",3.805
"15304","https://www.beeradvocate.com/community/members/blackhaddock.90923/","Belgian Dark Ale","3.5",3.805
"15305","https://www.beeradvocate.com/community/members/beerdrifter.12340/","Belgian Dark Ale","4",3.805
"15306","https://www.beeradvocate.com/community/members/josanguapo.971932/","Belgian Dark Ale","3.75",3.485
"15307","https://www.beeradvocate.com/community/members/boto.1987/","Belgian Dark Ale","3.5",3.485
"15308","https://www.beeradvocate.com/community/members/janubio.14451/","Belgian Dark Ale","3.5",3.485
"15309","https://www.beeradvocate.com/community/members/stephenjmoore.568544/","Belgian Dark Ale","3.5",3.995
"15310","https://www.beeradvocate.com/community/members/burdgod.692261/","Belgian Dark Ale","2.5",3.995
"15311","https://www.beeradvocate.com/community/members/ryanm1.442377/","Belgian Dark Ale","4",3.995
"15312","https://www.beeradvocate.com/community/members/ekimgram.382372/","Belgian Dark Ale","2.5",3.805
"15313","https://www.beeradvocate.com/community/members/skypup.536565/","Belgian Dark Ale","4",3.805
"15314","https://www.beeradvocate.com/community/members/ruudjh.323109/","Belgian Dark Ale","4.5",3.805
"15315","https://www.beeradvocate.com/community/members/eduardolinhalis.286149/","Belgian Dark Ale","3.5",3.485
"15316","https://www.beeradvocate.com/community/members/mactrail.311921/","Belgian Dark Ale","3.5",3.485
"15317","https://www.beeradvocate.com/community/members/djura.544616/","Belgian Dark Ale","3.5",3.485
"15318","https://www.beeradvocate.com/community/members/hopfenpeter.500460/","Belgian Dark Ale","4.5",3.995
"15319","https://www.beeradvocate.com/community/members/redsonja.398228/","Belgian Dark Ale","3",3.805
"15320","https://www.beeradvocate.com/community/members/rinhaak.343472/","Belgian Dark Ale","5",3.805
"15321","https://www.beeradvocate.com/community/members/crossovert.313937/","Belgian Dark Ale","4",3.805
"15322","https://www.beeradvocate.com/community/members/jhtipton.392817/","Belgian Dark Ale","3.5",3.485
"15323","https://www.beeradvocate.com/community/members/superspy.61870/","Belgian Dark Ale","3",3.485
"15324","https://www.beeradvocate.com/community/members/sfprint.440846/","Belgian Dark Ale","2.5",3.485
"15325","https://www.beeradvocate.com/community/members/psukinger.14135/","Belgian Dark Ale","3.5",3.805
"15326","https://www.beeradvocate.com/community/members/benfons.181995/","Belgian Dark Ale","3.5",3.485
"15327","https://www.beeradvocate.com/community/members/robbyc1.76633/","Belgian Dark Ale","4",3.805
"15328","https://www.beeradvocate.com/community/members/chickman.285240/","Belgian Dark Ale","3.5",3.805
"15329","https://www.beeradvocate.com/community/members/joeybeerbelly.112042/","Belgian Dark Ale","4.5",3.805
"15330","https://www.beeradvocate.com/community/members/impending.437194/","Belgian Dark Ale","2",3.485
"15331","https://www.beeradvocate.com/community/members/rvdoorn.337067/","Belgian Dark Ale","3",3.485
"15332","https://www.beeradvocate.com/community/members/bradthoc.558201/","Belgian Dark Ale","4.5",3.485
"15333","https://www.beeradvocate.com/community/members/stonedtrippin.601042/","Belgian Dark Ale","3.5",3.68
"15334","https://www.beeradvocate.com/community/members/benfons.181995/","Belgian Dark Ale","4.5",3.805
"15335","https://www.beeradvocate.com/community/members/yelterdow.3535/","Belgian Dark Ale","4.5",3.805
"15336","https://www.beeradvocate.com/community/members/mora2000.164611/","Belgian Dark Ale","4",3.485
"15337","https://www.beeradvocate.com/community/members/basica.138777/","Belgian Dark Ale","4",3.485
"15338","https://www.beeradvocate.com/community/members/blackhaddock.90923/","Belgian Dark Ale","3",3.485
"15339","https://www.beeradvocate.com/community/members/the-adjunct-hippie.799578/","Belgian Dark Ale","4",3.68
"15340","https://www.beeradvocate.com/community/members/mloxxer.989404/","Belgian Dark Ale","2.5",3.68
"15341","https://www.beeradvocate.com/community/members/splitgrin.2080/","Belgian Dark Ale","3.5",3.68
"15342","https://www.beeradvocate.com/community/members/buckeyenation.3819/","Belgian Dark Ale","3.5",3.805
"15343","https://www.beeradvocate.com/community/members/yesyouam.275190/","Belgian Dark Ale","3",3.805
"15344","https://www.beeradvocate.com/community/members/beerthulhu.186652/","Belgian Dark Ale","3",3.805
"15345","https://www.beeradvocate.com/community/members/atis.229991/","Belgian Dark Ale","2.5",3.485
"15346","https://www.beeradvocate.com/community/members/smokinsmyth.494131/","Belgian Dark Ale","3",3.485
"15347","https://www.beeradvocate.com/community/members/phyl21ca.2335/","Belgian Dark Ale","3",3.485
"15348","https://www.beeradvocate.com/community/members/ipa1978.358490/","Belgian Dark Ale","3.25",3.68
"15349","https://www.beeradvocate.com/community/members/clockwork420.94919/","Belgian Dark Ale","4.25",3.68
"15350","https://www.beeradvocate.com/community/members/suds.364/","Belgian Dark Ale","3.75",3.68
"15351","https://www.beeradvocate.com/community/members/beermanbrian.16829/","Belgian Dark Ale","3.5",3.805
"15352","https://www.beeradvocate.com/community/members/ftownthrowdown.15156/","Belgian Dark Ale","3",3.805
"15353","https://www.beeradvocate.com/community/members/slatetank.102045/","Belgian Dark Ale","3.5",3.805
"15354","https://www.beeradvocate.com/community/members/thacreep.370987/","Belgian Dark Ale","2.5",3.485
"15355","https://www.beeradvocate.com/community/members/absumaster.29757/","Belgian Dark Ale","2.5",3.485
"15356","https://www.beeradvocate.com/community/members/thierrynantes.97716/","Belgian Dark Ale","3",3.485
"15357","https://www.beeradvocate.com/community/members/henrich.779371/","Belgian Dark Ale","4",3.68
"15358","https://www.beeradvocate.com/community/members/yourefragile.112309/","Belgian Dark Ale","2.75",3.68
"15359","https://www.beeradvocate.com/community/members/entropy501.739440/","Belgian Dark Ale","4",3.68
"15360","https://www.beeradvocate.com/community/members/scruffwhor.17340/","Belgian Dark Ale","3",3.805
"15361","https://www.beeradvocate.com/community/members/natural510.174025/","Belgian Dark Ale","3.5",3.805
"15362","https://www.beeradvocate.com/community/members/homebrewpgh.265402/","Belgian Dark Ale","3",3.805
"15363","https://www.beeradvocate.com/community/members/bryancarey.91842/","Belgian Dark Ale","4",3.68
"15364","https://www.beeradvocate.com/community/members/soju6.436826/","Belgian Dark Ale","3.5",3.68
"15365","https://www.beeradvocate.com/community/members/beeradvocate.1/","Belgian Dark Ale","4",3.68
"15366","https://www.beeradvocate.com/community/members/bnes09.305814/","Belgian Dark Ale","3",3.68
"15367","https://www.beeradvocate.com/community/members/thewhiskerreview.574656/","Belgian Dark Ale","3",3.68
"15368","https://www.beeradvocate.com/community/members/thesarge.9029/","Belgian Dark Ale","2.5",3.68
"15369","https://www.beeradvocate.com/community/members/gossagebrewery.535394/","Belgian Dark Ale","3.5",3.68
"15370","https://www.beeradvocate.com/community/members/orsulacp.1210/","Belgian Dark Ale","3",3.68
"15371","https://www.beeradvocate.com/community/members/meatmallet.183274/","Belgian Dark Ale","2.5",3.68
"15372","https://www.beeradvocate.com/community/members/jar2574.127320/","Belgian Dark Ale","3.5",3.68
"15373","https://www.beeradvocate.com/community/members/zundo.505087/","Belgian Dark Ale","3.5",3.68
"15374","https://www.beeradvocate.com/community/members/joebobpr.5045/","Belgian Dark Ale","2.5",3.68
"15375","https://www.beeradvocate.com/community/members/tigg924.215811/","Belgian Dark Ale","3.75",3.665
"15376","https://www.beeradvocate.com/community/members/wasatch.23172/","Belgian Dark Ale","4.25",3.645
